Brand,Model,Adtype,Fuel,Year,Price,PriceType,Kilometers,Condition,Color,Transimition,Bodytype,CarUrl
Fiat,Shahin,For Sale,Benzine,1996,"40,000",Price,10000 to 19999,Used,White,Manual,Other,https://www.olx.com.eg/en/ad/%D8%B4%D8%A7%D9%87%D9%8A%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196983508.html
BMW,X5,For Sale,Benzine,2019,"3,350,000",Price,120000 to 139999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A7%D9%84%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-2019-x5-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D9%84%D8%B8%D8%B1%D9%88%D9%81-%D8%A8%D8%B3%D8%B9%D8%B1-%D9%84%D9%82%D8%B7%D9%87-ID196987380.html
Hyundai,Avante,For Sale,Benzine,2018,"560,000",Price,140000 to 159999,Used,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%A3%D9%81%D8%A7%D9%86%D8%AA%D9%8A-ad-%D8%A7%D9%88%D9%84-%D9%81%D8%A6%D9%87-ID196989105.html
Honda,Civic,For Sale,Benzine,2013,"620,000",Price,More than 200000,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/honda-civic-2013-for-sale-%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%83-%D9%A2%D9%A0%D9%A1%D9%A3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196969564.html
Fiat,Punto,For Sale,Benzine,2003,"90,000",Price,160000 to 179999,Used,Blue- Navy Blue,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D9%81%D9%8A%D8%A7%D8%AA-%D8%A8%D9%88%D9%86%D8%AA%D9%88-2003-ID196988986.html
Mercedes-Benz,E300,For Sale,Benzine,2021,"3,950,000",Price,40000 to 49999,Used,White,Automatic,Coupe,https://www.olx.com.eg/en/ad/e300-coupe-model-2021-fully-loaded-ID196767021.html
Audi,A3,For Sale,Benzine,2023,"800,000",Price,Not Availiable,New,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/audi-a3-advanced-%D9%85%D8%AA%D9%88%D9%81%D8%B1-%D8%AA%D8%B3%D9%84%D9%8A%D9%85-%D9%81%D9%88%D8%B1%D9%8A-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-%D8%A3%D9%88%D8%AF%D9%8A-ID196977500.html
Skoda,Octavia,For Sale,Benzine,2016,"620,000",Price,100000 to 119999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196988688.html
Peugeot,508,For Sale,Benzine,2016,"510,000",Price,140000 to 159999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88-508-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2016-ID195345546.html
Fiat,Tipo,For Sale,Benzine,2020,"375,000",Price,60000 to 69999,Used,Gray,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%AA%D9%8A%D8%A8%D9%88-2020-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-ID196988442.html
Kia,Sportage,For Sale,Benzine,2017,"980,000",Price,40000 to 49999,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-%D8%AE%D9%84%D9%8A%D8%AC%D9%89-%D9%83%D8%A7%D9%85%D9%84%D9%87-%D8%AD%D8%A7%D9%84%D9%87-%D9%86%D8%A7%D8%AF%D8%B1%D9%87-ID196988549.html
Jac,J7,For Sale,Benzine,2022,"690,000",Price,0 to 9999,Used,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%AC%D8%A7%D9%83-j7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A2%D9%A2-%D8%A7%D8%B9%D9%84%D9%8A-%D9%81%D8%A6%D8%A9-%D8%A8%D8%A7%D9%86%D9%88%D8%B1%D8%A7%D9%85%D8%A7-%D9%A6%D9%A0%D9%A0%D9%A0-%D9%83%D9%85-%D9%81%D9%82%D8%B7-ID196988502.html
Hyundai,I10,For Sale,Benzine,2009,"198,000",Price,Not Availiable,New,Blue- Navy Blue,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-i10-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID196983148.html
BMW,Other,For Sale,Electric,2022,"4,800,000",Price,0 to 9999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/bmw-ix-2020-amt-ID196988522.html
Mercedes-Benz,GLC 200,For Sale,Benzine,2023,"4,400,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/mercedes-glc200-2023-amg-new-shape-ID196720311.html
Land Rover,Range Rover Sport,For Sale,Hybrid,2022,"7,000,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-sport-2022-%D8%B1%D8%A7%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA-ID195662925.html
Porsche,Macan,For Sale,Benzine,2023,"4,300,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,SUV,https://www.olx.com.eg/en/ad/porsche-macan-2023-%D8%A8%D9%88%D8%B1%D8%B4%D9%87-%D9%85%D8%A7%D9%83%D8%A7%D9%86-ID196812411.html
Land Rover,Evoque,For Sale,Benzine,2022,"3,050,000",Price,40000 to 49999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/2022range-rover-evoque-p200-ID196771202.html
Mercedes-Benz,GLC 200,For Sale,Benzine,2023,"4,250,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/mercedes-glc200-2023-ID196749019.html
Land Rover,Range Rover Sport,For Sale,Benzine,2020,"4,750,000",Price,40000 to 49999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-sport-2020-%D8%B1%D8%A7%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA-ID196624629.html
Land Rover,Range Rover Vogue,For Sale,Benzine,2021,"1,100,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-vogue-2021-%D8%B1%D8%A7%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D9%81%D9%88%D8%AC-ID195316622.html
Seat,Ibiza,For Sale,Benzine,2019,"750,000",Price,40000 to 49999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/ibiza-fr-2019-ID196988120.html
Honda,Civic,For Sale,Benzine,2022,"290,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D9%83-2022-ex-%D8%B2%D9%8A%D8%B1%D9%88-ID196988204.html
Nissan,Qashqai,For Sale,Benzine,2019,"1,150,000",Price,0 to 9999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%82%D8%B4%D9%82%D8%A7%D9%8A-%D9%A2%D9%A0%D9%A1%D9%A9-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA-%D9%A7-%D8%A7%D9%84%D8%A7%D9%81-%D9%83-%D8%B1%D8%AE%D8%B5%D8%AA-%D9%88-%D9%84%D9%85-%D8%AA%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D9%81%D8%B1%D9%8A%D8%AF%D9%87-ID196988134.html
MG,MG 5,For Sale,Benzine,2021,"610,000",Price,60000 to 69999,Used,Other Color,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-ID196956419.html
Toyota,Corolla,For Sale,Benzine,2010,"480,000",Price,120000 to 139999,Used,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A0-%D9%85%D9%88%D8%A7%D8%B5%D9%81%D8%A7%D8%AA-%D8%AE%D9%84%D9%8A%D8%AC%D9%89-ID196987773.html
Mitsubishi,Lancer,For Sale,Benzine,2010,"340,000",Price,140000 to 159999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D8%A7%D9%86%D8%B3%D8%B1-%D8%B3%D9%88%D8%A8%D8%B1-%D8%A7%D9%83%D8%B4%D9%86-2010-ID196987666.html
Opel,Astra,For Sale,Benzine,2020,"625,000",Price,0 to 9999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D8%A7%D9%83%D9%8A%D8%A7%D8%B3-%D8%A7%D9%84%D9%85%D8%B5%D9%86%D8%B9-%D9%88%D8%AF%D8%A7%D8%AE%D9%84-%D8%A7%D9%84%D8%B6%D9%85%D8%A7%D9%86-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D9%83%D8%AA%D9%84%D9%88%D8%AC%D8%A7%D8%AA-ID196987491.html
Chevrolet,Optra,For Sale,Benzine,2021,"600,000",Price,10000 to 19999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2022-%D8%A7%D8%B3%D8%AA%D8%B9%D9%85%D8%A7%D9%84-%D8%B7%D8%A8%D9%8A%D8%A8-ID196983096.html
Audi,A6,For Sale,Benzine,2018,"1,700,000",Price,80000 to 89999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%A7%D9%88%D8%AF%D9%8A-a6-ID196986840.html
Mitsubishi,Lancer,For Sale,Benzine,2009,"330,000",Price,100000 to 119999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A-%D9%84%D8%A7%D9%86%D8%B3%D8%B1-ID196986629.html
Mercedes-Benz,GLK 250,For Sale,Benzine,2015,"1,200,000",Price,More than 200000,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/glk-250-2015-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196986117.html
Mercedes-Benz,CLA 180,For Sale,Benzine,2015,"1,250,000",Price,90000 to 99999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-cla-2015-ID196986055.html
Chevrolet,Optra,For Sale,Benzine,2023,"300,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2023-%D8%AA%D9%83%D9%85%D9%84%D8%A9-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-ID196986079.html
Kia,Sportage Hybrid,For Sale,Benzine,2022,"1,575,000",Price,40000 to 49999,Used,Red,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-ID196986037.html
BYD,S5,For Sale,Benzine,2019,"490,000",Price,70000 to 79999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/byd-s5-2019-ID196985946.html
DFSK,C31,For Sale,Benzine,2021,"150,000",Price,80000 to 89999,Used,White,Automatic,Pickup,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%AF%D9%81%D8%B3%D9%83-c31-%D9%86%D9%82%D9%84-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2021-ID196985900.html
Kia,Rio,For Sale,Benzine,2013,"485,000",Price,70000 to 79999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B1%D9%8A%D9%88-%D9%81%D9%8A%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D9%83%D8%B5%D8%AF%D8%A7%D9%85-%D9%84%D9%84%D8%A7%D9%83%D8%B5%D8%AF%D8%A7%D9%85-ID196985930.html
MG,MG 5,For Sale,Benzine,2022,"775,000",Price,Not Availiable,New,Red,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/mg5-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D9%88-%D9%84%D8%A7%D9%83%D8%B4%D9%8A%D8%B1%D9%89-ID196668396.html
MG,6,For Sale,Benzine,2022,"950,000",Price,Not Availiable,New,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/mg-6-%D9%84%D8%A7%D9%83%D8%B4%D9%8A%D8%B1%D9%89-ID195797868.html
Chevrolet,Pickup/Dababa,For Sale,Diesel,2022,"390,000",Price,Not Availiable,New,White,Manual,Pickup,https://www.olx.com.eg/en/ad/jmc-%D8%A7%D8%B1%D8%AE%D8%B5-%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D9%86%D9%82%D9%84-%D9%81%D9%85%D8%B5%D8%B1-ID195635574.html
Nissan,Pickup,For Sale,Diesel,2022,"390,000",Price,Not Availiable,New,White,Manual,Pickup,https://www.olx.com.eg/en/ad/jmc-%D8%A7%D8%B1%D8%AE%D8%B5-%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D8%B1%D8%A8%D8%B9-%D9%86%D9%82%D9%84-%D9%81%D9%85%D8%B5%D8%B1-ID195635476.html
Hyundai,Elantra,For Sale,Benzine,2022,"850,000",Price,40000 to 49999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7-cn7-%D8%A7%D9%84%D9%81%D8%A6%D9%87-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D9%87-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID196866334.html
Mercedes-Benz,200,For Sale,Benzine,1981,"235,000",Price,120000 to 139999,Used,Not Available,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%AF%D8%B1-%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-200-%D9%85%D9%88%D8%AF%D9%8A%D9%8481-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%AE%D8%A7%D8%B1%D8%AC%D9%89-%D9%88%D8%AF%D8%A7%D8%AE%D9%84%D9%89-ID196985703.html
Mercedes-Benz,GLA 200,For Sale,Benzine,2022,"2,550,000",Price,0 to 9999,Used,Blue- Navy Blue,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/gla-10000-km-ID196901155.html
Mercedes-Benz,E200,For Sale,Benzine,2022,"4,300,000",Price,0 to 9999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-e200-amg-2022-ID196637833.html
MG,HS,For Sale,Benzine,2022,"1,150,000",Price,10000 to 19999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/mg-hs-luxury-brown-interior-2022-ID196245658.html
BMW,523,For Sale,Benzine,2007,"600,000",Price,More than 200000,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-e60-523i-2007-automatic-m-kit-ID196985066.html
Citroen,Berlingo,For Sale,Benzine,2011,"450,000",Price,100000 to 119999,Used,Gray,Manual,SUV,https://www.olx.com.eg/en/ad/citron-berlingo-2011-manual-%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-%D8%AA%D9%85%D8%A7%D9%85%D8%A7-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196863503.html
Nissan,Sunny,For Sale,Benzine,2019,"330,000",Price,100000 to 119999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-2019-%D8%A8%D8%B5%D9%85%D9%87-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-ID196984103.html
Skoda,Octavia,For Sale,Benzine,2010,"475,000",Price,160000 to 179999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D8%A7%D9%88%D9%83%D8%AA%D8%A7%D9%81%D9%8A%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A0-%D9%81%D8%A6%D9%87-%D8%AB%D8%A7%D9%86%D9%8A%D9%87-ID196984485.html
Volkswagen,Passat,For Sale,Benzine,2012,"580,000",Price,More than 200000,Used,Black,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A8%D8%A7%D8%B3%D8%A7%D8%AA-2012-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196900357.html
Nissan,Sunny,For Sale,Natural Gas,2016,"340,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B5%D9%86%D9%89-%D8%AA%D8%A7%D9%86%D9%89-%D9%81%D8%A6%D9%87-%D8%A8%D8%A7%D8%B3%D9%85%D9%89-%D9%85%D8%B1%D9%88%D8%B1-%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D8%B9-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196984133.html
MG,RX5,For Sale,Benzine,2019,"760,000",Price,80000 to 89999,Used,Red,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-mg-rx5-ID196983981.html
MG,ZS,For Sale,Benzine,2022,"775,000",Price,10000 to 19999,Used,Red,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A7%D9%85-%D8%AC%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196983921.html
Chevrolet,Optra,For Sale,Benzine,2010,"255,000",Price,140000 to 159999,Used,Burgundy,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A0-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83-%D8%A7%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196984083.html
Nissan,Qashqai,For Sale,Benzine,2014,"480,000",Price,160000 to 179999,Used,Gray,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D9%83%D8%A7%D8%B4%D9%83%D8%A7%D9%8A-%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196978425.html
Mercedes-Benz,GLC 200,For Sale,Benzine,2021,"3,250,000",Price,50000 to 59999,Used,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/glc-200-2021-ID196983904.html
Nissan,Sentra,For Sale,Benzine,2018,"515,000",Price,70000 to 79999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B3%D9%86%D8%AA%D8%B1%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A8-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%B1%D8%A7-%D9%88%D8%AC%D9%88%D9%87-ID196983597.html
Speranza,A516,For Sale,Benzine,2010,"165,000",Price,160000 to 179999,Used,Gray,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D8%B3%D8%A8%D8%B1%D8%A7%D9%86%D8%B2%D8%A7-%D8%AD%D8%A7%D9%84%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196983732.html
Mitsubishi,Lancer,For Sale,Benzine,2015,"460,000",Price,More than 200000,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D8%A7%D9%86%D8%B3%D8%B1-%D8%B4%D8%A7%D8%B1%D9%83-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID196900194.html
Chevrolet,Astro,For Sale,Natural Gas,1989,"150,000",Price,90000 to 99999,Used,White,Automatic,Van / Bus,https://www.olx.com.eg/en/ad/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%A7%D8%B3%D8%AA%D8%B1%D9%88-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D9%85%D9%83%D9%86%D9%87-%D9%8A%D8%A7%D8%A8%D8%A7%D9%86%D9%8Ar21-ID196983334.html
Chevrolet,Cruze,For Sale,Benzine,2011,"250,000",Price,More than 200000,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D9%83%D8%B1%D9%88%D8%B2-2011-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-ID196983405.html
Nissan,Sunny,For Sale,Benzine,2014,"240,000",Price,More than 200000,Used,Gray,Manual,Sedan,https://www.olx.com.eg/en/ad/nissan-sunny-2014-m-ID196983314.html
Fiat,Tipo,For Sale,Benzine,2020,"395,000",Price,100000 to 119999,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%AA%D9%8A%D8%A8%D9%88-%D9%85%D8%A7%D9%86%D9%8A%D9%88%D8%A7%D9%84-%D9%A2%D9%A0%D9%A2%D9%A0-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196983222.html
Renault,Sandero Stepway,For Sale,Benzine,2013,"250,000",Price,140000 to 159999,Used,Gray,Manual,SUV,https://www.olx.com.eg/en/ad/%D8%A7%D8%B3%D8%AA%D8%A8-%D9%88%D8%A7%D9%8A-%D9%A2%D9%A0%D9%A1%D9%A3-%D9%85%D8%B4%D8%A7%D9%8A%D9%87-%D9%A1%D9%A5%D9%A1-%D8%A7%D9%84%D9%81-%D9%83%D9%8A%D9%84%D9%88-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%B1%D9%87-%D9%88%D8%AC%D9%88%D9%87-ID196983110.html
Opel,Insignia,For Sale,Benzine,2014,"600,000",Price,120000 to 139999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%84-%D8%A7%D9%86%D8%B3%D9%8A%D8%AC%D9%86%D9%8A%D8%A7-2014-ID196980763.html
Proton,Wira,For Sale,Benzine,2004,"130,000",Price,120000 to 139999,Used,Gold,Manual,Not Availiable,https://www.olx.com.eg/en/ad/%D9%81%D8%B1%D8%B5%D9%87-%D8%A7%D9%86-%D8%AA%D8%AA%D9%83%D8%B1%D8%B1-%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D8%A8%D8%B1%D9%88%D8%AA%D9%88%D9%86-%D9%88%D9%8A%D8%B1%D8%A7-%D9%85%D8%B4-%D9%85%D8%AD%D8%AA%D8%A7%D8%AC%D9%87-%D9%85%D8%B5%D8%B1%D9%88%D9%81-ID196979461.html
Volkswagen,Tiguan,For Sale,Benzine,2021,"2,150,000",Price,20000 to 29999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/r-line-2021-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%81%D9%89-%D8%A7%D9%84%D8%B6%D9%85%D8%A7%D9%86-ID196982952.html
Ford,Focus,For Sale,Benzine,2017,"538,000",Price,90000 to 99999,Used,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%88%D8%AF-%D9%81%D9%88%D9%83%D8%B3%D9%A2%D9%A0%D9%A1%D9%A7-ID196980492.html
Isuzu,Other,For Sale,Diesel,2011,"330,000",Price,Not Availiable,New,White,Manual,Pickup,https://www.olx.com.eg/en/ad/%D8%AC%D8%A7%D9%85%D8%A8%D9%88-%D8%AA%D9%84%D8%AA-%D9%86%D9%82%D9%84-%D8%AB%D9%84%D8%A7%D8%AC%D9%87-ID196951913.html
Mercedes-Benz,C180,For Sale,Benzine,2014,"770,000",Price,160000 to 179999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-c180-%D9%85%D8%B9%D8%A7%D9%82%D9%8A%D9%86-ID196982822.html
Skoda,Felecia,For Sale,Benzine,1999,"80,000",Price,10000 to 19999,Used,Silver,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D9%81%D9%84%D9%8A%D8%B4%D9%8A%D8%A7-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%AC%D9%8A%D8%AF%D9%87-%D8%AC%D8%AF%D8%A7%D8%A7-ID196982088.html
BMW,Z3,For Sale,Benzine,1996,"450,000",Price,90000 to 99999,Used,Red,Automatic,Cabriolet,https://www.olx.com.eg/en/ad/bmw-z3-for-sale-%D8%A8%D9%8A-%D8%A7%D9%85-%D8%AF%D8%A8%D9%84%D9%8A%D9%88-%D8%B2%D8%AF-%D9%A3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196072200.html
